payment_id,claim_id,payment_amount,payment_year,payment_month
21805,10354,2215.57,2020,2
21806,10354,1470.5,2020,7
21807,10354,2296.98,2021,1
21808,10355,2384.69,2020,2
21809,10356,4488.15,2020,9
21810,10357,1100.68,2024,2
21811,10357,1853.11,2024,4
21812,10357,2785.01,2024,9
21813,10358,780.18,2024,8
21814,10358,1352.67,2024,11
21815,10358,1317.39,2025,4
21816,10358,680.59,2025,6
21817,10359,5889.67,2024,10
21818,10359,1829.36,2025,7
21819,10360,3511.9,2024,12
21820,10361,7413.73,2024,1
21821,10362,4372.55,2019,6
21822,10363,2087.99,2025,2
21823,10363,224.52,2025,3
21824,10363,247.96,2025,4
21825,10363,267.72,2025,5
21826,10363,205.59,2025,6
21827,10363,1868.23,2025,7
21828,10363,258.8,2025,8
21829,10363,3595.58,2025,9
21830,10363,1151.45,2025,10
21831,10364,5062.72,2023,12
21832,10365,3567.44,2022,12
21833,10366,608.09,2018,6
21834,10366,822.18,2018,7
21835,10366,1451.54,2018,11
21836,10366,1083.85,2019,4
21837,10367,1246.86,2023,5
21838,10367,3132.71,2023,11
21839,10367,1875.27,2024,1
21840,10367,1130.2,2024,2
21841,10368,43755.46,2024,9
21842,10369,1340.97,2022,4
21843,10369,2000.07,2022,5
21844,10369,206.95,2022,6
21845,10369,225.34,2022,7
21846,10369,210.79,2022,8
21847,10369,237.93,2022,9
21848,10369,3102.2,2023,1
21849,10369,2767.82,2023,5
21850,10369,1933.35,2023,11
21851,10369,682.61,2024,3
21852,10370,686.04,2020,5
21853,10370,730.46,2020,7
21854,10370,1071.19,2020,9
21855,10370,995.34,2021,2
21856,10371,5958.49,2022,3
21857,10371,41241.28,2022,8
21858,10371,8837.35,2022,9
21859,10372,458.81,2024,10
21860,10372,984.08,2024,12
21861,10372,1229.79,2025,2
21862,10372,174.37,2025,5
21863,10373,315.7,2024,8
21864,10373,3035.95,2024,9
21865,10373,1661.56,2024,10
21866,10373,315.12,2024,11
21867,10373,310.01,2024,12
21868,10373,1353.38,2025,1
21869,10373,356.27,2025,2
21870,10373,404.21,2025,3
21871,10373,332.03,2025,4
21872,10373,4856.42,2025,5
21873,10373,5359.52,2025,11
21874,10374,989.01,2021,6
21875,10374,4606.84,2021,10
21876,10374,1495.8,2022,1
21877,10374,1335.63,2022,3
21878,10375,2905.34,2025,1
21879,10375,724.26,2025,4
21880,10375,564.14,2025,8
21881,10376,2039.16,2018,9
21882,10376,641.09,2018,12
21883,10377,730.59,2024,1
21884,10377,918.79,2024,3
21885,10377,1591.78,2024,8
21886,10377,251.58,2024,10
21887,10378,3447.46,2021,9
21888,10378,7190.98,2021,11
21889,10378,7423.41,2022,2
21890,10378,3176.7,2022,8
21891,10379,742.48,2024,6
21892,10379,1212.25,2024,9
21893,10379,1358.23,2024,11
21894,10379,617.35,2025,3
21895,10380,830.54,2019,6
21896,10380,946.54,2019,7
21897,10380,1989.06,2019,10
21898,10380,491.6,2020,1
21899,10381,43.25,2020,11
21900,10381,533.94,2020,12
21901,10381,44.4,2021,1
21902,10381,38.91,2021,2
21903,10381,36.84,2021,3
21904,10381,406.82,2021,4
21905,10381,36.56,2021,5
21906,10381,332.16,2021,6
21907,10381,41.69,2021,7
21908,10381,36.7,2021,8
21909,10381,43.1,2021,9
21910,10381,720.34,2021,10
21911,10381,43.14,2021,11
21912,10381,37.52,2021,12
21913,10381,42.16,2022,1
21914,10381,44.83,2022,2
21915,10381,814.53,2022,3
21916,10381,44.28,2022,4
21917,10381,406.53,2022,9
21918,10381,369.85,2022,12
21919,10382,2287.69,2020,6
21920,10382,2453.5,2020,8
21921,10382,5035.97,2020,12
21922,10382,1155.19,2021,5
21923,10383,1147.66,2021,5
21924,10383,2734.72,2021,8
21925,10383,1340.25,2022,1
21926,10383,537.4,2022,6
21927,10384,4197.87,2022,9
21928,10384,433.85,2022,10
21929,10384,332.56,2022,11
21930,10384,354.46,2022,12
21931,10384,362.7,2023,1
21932,10384,408.71,2023,2
21933,10384,7768.04,2023,3
21934,10384,3863.75,2023,4
21935,10384,334.28,2023,5
21936,10384,431.16,2023,6
21937,10384,8510.7,2023,7
21938,10384,410.32,2023,8
21939,10384,374.61,2023,9
21940,10384,392.08,2023,10
21941,10384,371.93,2023,11
21942,10384,4066.35,2023,12
21943,10384,1670.01,2024,5
21944,10385,5789.6,2022,8
21945,10385,800.41,2022,12
21946,10386,2733.8,2024,3
21947,10386,4968.02,2024,4
21948,10386,5197.6,2024,9
21949,10386,1752.08,2024,11
21950,10387,2744.59,2024,10
21951,10388,368.54,2018,11
21952,10388,595.15,2019,1
21953,10388,590.95,2019,6
21954,10388,319.9,2019,11
21955,10389,570.34,2020,3
21956,10389,838.36,2020,4
21957,10389,1283.21,2020,7
21958,10389,591.97,2020,8
21959,10390,777.33,2025,1
21960,10390,1101.65,2025,4
21961,10390,1676.83,2025,9
21962,10390,718.32,2025,10
21963,10391,1284.49,2022,8
21964,10391,2193.53,2022,9
21965,10391,2570.82,2023,1
21966,10391,1568.43,2023,7
21967,10392,321.28,2025,6
21968,10392,480.65,2025,7
21969,10392,623.97,2025,11
21970,10393,7131.79,2020,10
21971,10394,2156.85,2021,7
21972,10395,2176.79,2020,1
21973,10395,192.02,2020,2
21974,10395,222.16,2020,3
21975,10395,3274.33,2020,4
21976,10395,219.91,2020,5
21977,10395,252.1,2020,6
21978,10395,4179.3,2020,7
21979,10395,243,2020,8
21980,10395,193.46,2020,9
21981,10395,249.67,2020,10
21982,10395,206.88,2020,11
21983,10395,250.95,2020,12
21984,10395,3563.47,2021,1
21985,10395,190.8,2021,2
21986,10395,2008.46,2021,7
21987,10395,540.91,2021,11
21988,10396,423.89,2025,12
21989,10397,2702.95,2024,10
21990,10397,840.05,2025,6
21991,10398,6045.18,2020,4
21992,10399,1024.48,2020,6
21993,10399,126.7,2020,7
21994,10399,111.63,2020,8
21995,10399,114.71,2020,9
21996,10399,117.07,2020,10
21997,10399,122.9,2020,11
21998,10399,115.55,2020,12
21999,10399,3019.14,2021,1
22000,10399,123.99,2021,2
22001,10399,109.59,2021,3
22002,10399,108.87,2021,4
22003,10399,107.75,2021,5
22004,10399,107.15,2021,6
22005,10399,2143.64,2021,7
22006,10399,130.22,2021,8
22007,10399,136.07,2021,9
22008,10399,1214.83,2021,10
22009,10399,1218.43,2022,5
22010,10400,9921.15,2023,10
22011,10401,1216.56,2023,1
22012,10401,1643.03,2023,2
22013,10401,3225.48,2023,4
22014,10401,1945.53,2023,11
22015,10402,646.65,2022,10
22016,10402,1594.63,2022,11
22017,10402,600.6,2022,12
22018,10402,2361.65,2023,4
22019,10402,4376.07,2023,6
22020,10402,3037.93,2023,12
22021,10402,2181.4,2024,4
22022,10402,915.21,2024,8
22023,10403,200.93,2022,12
22024,10403,79,2023,1
22025,10403,93.78,2023,2
22026,10403,71.2,2023,3
22027,10403,150.59,2023,6
22028,10403,504.4,2023,9
22029,10403,91.6,2023,10
22030,10403,426.57,2024,3
22031,10403,250.4,2024,9
22032,10404,623.41,2018,5
22033,10404,4498.91,2018,6
22034,10404,642.39,2018,7
22035,10404,627.09,2018,8
22036,10404,3729.74,2019,2
22037,10404,3582.39,2019,8
22038,10404,2480.44,2020,1
22039,10404,1534.47,2020,5
22040,10405,8724.28,2024,1
22041,10406,4552.66,2023,7
22042,10406,1436.27,2023,8
22043,10407,4251.8,2023,12
22044,10407,1679.61,2024,4
22045,10408,2030.24,2025,11
22046,10409,2282.4,2019,9
22047,10410,6991,2023,5
22048,10411,1508.52,2023,2
22049,10411,1852.21,2023,3
22050,10411,2685.27,2023,8
22051,10411,128.14,2024,3
22052,10412,7151.96,2024,12
22053,10412,9035.66,2025,2
22054,10412,9504.41,2025,7
22055,10412,2135.65,2025,11
22056,10413,233.94,2023,3
22057,10413,239.24,2023,4
22058,10413,895.23,2023,5
22059,10413,222.89,2023,6
22060,10413,230.39,2023,7
22061,10413,226.85,2023,8
22062,10413,2813.97,2023,9
22063,10413,2047.94,2023,11
22064,10413,1960.76,2024,1
22065,10413,1760.83,2024,5
22066,10413,544.77,2024,7
22067,10414,1345.01,2024,9
22068,10415,1913.9,2023,9
22069,10415,247.34,2023,10
22070,10415,253.45,2023,11
22071,10415,319.49,2023,12
22072,10415,271.23,2024,1
22073,10415,7184.37,2024,2
22074,10415,251.2,2024,3
22075,10415,275.73,2024,4
22076,10415,315.8,2024,5
22077,10415,246.29,2024,6
22078,10415,4771.32,2024,7
22079,10415,291.39,2024,8
22080,10415,259.08,2024,9
22081,10415,270.92,2024,10
22082,10415,324.97,2024,11
22083,10415,312.22,2024,12
22084,10415,3039.53,2025,2
22085,10415,1892.89,2025,7
22086,10416,687.62,2021,4
22087,10416,669.57,2021,5
22088,10416,4021.74,2021,6
22089,10416,686.94,2021,7
22090,10416,597.02,2021,8
22091,10416,713,2021,9
22092,10416,5758.07,2021,10
22093,10416,631.77,2021,11
22094,10416,6540.51,2021,12
22095,10416,4954.9,2022,3
22096,10416,3301.64,2022,8
22097,10416,2860.09,2023,2
22098,10417,1425.38,2020,9
22099,10417,92.25,2021,2
22100,10418,1337.17,2018,12
22101,10418,656.5,2019,1
22102,10418,620.62,2019,2
22103,10418,799.78,2019,3
22104,10418,1656.11,2019,6
22105,10418,988.43,2019,9
22106,10418,4038.91,2019,11
22107,10418,3191.71,2020,3
22108,10418,2021.81,2020,6
22109,10418,1323.57,2021,1
22110,10419,371.12,2023,1
22111,10419,361.88,2023,3
22112,10419,778.36,2023,5
22113,10419,191.61,2023,10
22114,10420,995.26,2023,1
22115,10420,1621.24,2023,3
22116,10420,2481.61,2023,5
22117,10420,282.41,2023,12
22118,10421,1297.32,2021,10
22119,10421,1369.24,2021,11
22120,10421,1630.2,2022,2
22121,10421,1110.01,2022,6
22122,10422,1038.64,2021,4
22123,10422,1095.72,2021,5
22124,10422,923.34,2021,6
22125,10422,175.7,2021,7
22126,10422,165.73,2021,8
22127,10422,181.22,2021,9
22128,10422,155.19,2021,10
22129,10422,194.17,2021,11
22130,10422,172.35,2021,12
22131,10422,190.06,2022,1
22132,10422,2029.55,2022,2
22133,10422,1644.77,2022,7
22134,10422,938.74,2022,10
22135,10422,1380.04,2023,4
22136,10423,636.69,2025,6
22137,10423,2796.44,2025,10
22138,10423,1308.55,2025,12
22139,10424,1172.67,2020,3
22140,10424,1778.77,2020,6
22141,10424,1727.11,2020,8
22142,10424,808.26,2021,2
22143,10425,8342.36,2024,7
22144,10425,2702.05,2025,1
22145,10426,734.91,2022,12
22146,10426,1109.13,2023,1
22147,10426,1477.09,2023,5
22148,10427,3612.76,2025,12
22149,10428,4598.7,2024,1
22150,10429,30.1,2022,12
22151,10429,325.19,2023,1
22152,10429,30.37,2023,2
22153,10429,25.31,2023,3
22154,10429,577.52,2023,4
22155,10429,28.08,2023,5
22156,10429,693.1,2023,6
22157,10429,28.89,2023,7
22158,10429,24.88,2023,8
22159,10429,24.14,2023,9
22160,10429,604.24,2023,10
22161,10429,23.74,2023,11
22162,10429,23.32,2023,12
22163,10429,25.31,2024,1
22164,10429,26.35,2024,2
22165,10429,346.95,2024,5
22166,10429,128.68,2024,8
22167,10430,1399.11,2023,5
22168,10430,2137.92,2023,7
22169,10430,2530.08,2023,9
22170,10430,664.94,2023,11
22171,10431,2382.18,2021,2
22172,10431,2412.49,2021,3
22173,10431,4779.5,2021,8
22174,10431,961.45,2021,9
22175,10432,4988,2018,4
22176,10433,2158.04,2022,12
22177,10434,817.2,2022,3
22178,10434,1328.81,2022,4
22179,10434,1545.53,2022,9
22180,10434,723.85,2022,12
22181,10435,475.9,2022,8
22182,10435,576.51,2022,11
22183,10435,809.13,2023,4
22184,10435,394.25,2023,11
22185,10436,5751.26,2020,1
22186,10436,358.77,2020,8
22187,10437,1097.11,2022,2
22188,10437,1530.05,2022,3
22189,10437,2406.08,2022,6
22190,10437,2045.35,2022,11
22191,10438,4308.73,2025,8
22192,10438,1253.93,2025,12
22193,10439,4081.82,2022,2
22194,10440,3395.93,2020,11
22195,10441,1279.93,2024,12
22196,10441,1838.73,2025,3
22197,10441,1761.14,2025,8
22198,10441,665.95,2025,11
22199,10442,7016.79,2024,1
22200,10443,98.55,2021,3
22201,10443,378.94,2021,4
22202,10443,100.45,2021,5
22203,10443,108.91,2021,6
22204,10443,108.42,2021,7
22205,10443,358.64,2021,8
22206,10443,163.17,2021,9
22207,10443,1010.75,2022,1
22208,10443,742.35,2022,5
22209,10443,579.35,2022,10
22210,10443,312.7,2023,3
22211,10444,4224.17,2025,10
22212,10445,839.38,2022,10
22213,10445,1577.77,2022,11
22214,10445,724.9,2022,12
22215,10445,2484.94,2023,4
22216,10445,2073.28,2023,6
22217,10445,1822.98,2023,10
22218,10445,1755.28,2024,5
22219,10445,385.68,2024,8
22220,10446,118.92,2020,3
22221,10446,2177.27,2020,4
22222,10446,142.64,2020,5
22223,10446,132.99,2020,6
22224,10446,147.5,2020,7
22225,10446,133.68,2020,8
22226,10446,142.92,2020,9
22227,10446,121.5,2020,10
22228,10446,116.88,2020,11
22229,10446,3081.65,2020,12
22230,10446,121.15,2021,1
22231,10446,128.57,2021,2
22232,10446,2393.76,2021,6
22233,10446,1815.3,2021,10
22234,10446,1202.72,2022,2
22235,10447,548.93,2022,1
22236,10447,82.43,2022,2
22237,10447,79.29,2022,3
22238,10447,100.84,2022,4
22239,10447,77.9,2022,5
22240,10447,102.28,2022,6
22241,10447,486.26,2022,7
22242,10447,98.38,2022,8
22243,10447,82.33,2022,9
22244,10447,78.17,2022,10
22245,10447,363.43,2022,11
22246,10447,1438.97,2022,12
22247,10447,1013.28,2023,5
22248,10447,607.22,2023,8
22249,10447,207.9,2023,9
22250,10448,9193.79,2025,3
22251,10449,1355.04,2022,11
22252,10449,1850.15,2022,12
22253,10449,2812.69,2023,4
22254,10449,1243.27,2023,8
22255,10450,787.77,2019,1
22256,10450,1101.93,2019,4
22257,10450,1776.94,2019,6
22258,10450,1140.45,2019,8
22259,10451,8749.15,2023,9
22260,10452,9749.51,2019,7
22261,10453,1291.08,2021,9
22262,10453,2637.18,2021,10
22263,10453,3019.47,2021,12
22264,10453,1648.54,2022,2
22265,10454,413.91,2024,9
22266,10454,689.13,2024,10
22267,10454,935.92,2024,12
22268,10454,102.48,2025,4
22269,10455,5659.45,2018,10
22270,10455,2711.92,2018,12
22271,10456,2874.95,2020,6
22272,10456,2906.23,2020,9
22273,10456,6147.46,2021,2
22274,10456,918.26,2021,8
22275,10457,1932.4,2021,6
22276,10457,3067.99,2021,7
22277,10457,4420.56,2021,11
22278,10458,614.94,2018,9
22279,10458,1681.27,2018,12
22280,10458,771.46,2019,7
22281,10458,278.71,2020,1
22282,10459,720.26,2020,11
22283,10459,393.79,2020,12
22284,10459,429.35,2021,1
22285,10459,478.98,2021,2
22286,10459,2723.69,2021,3
22287,10459,401.07,2021,4
22288,10459,2889.39,2021,6
22289,10459,3098.37,2021,11
22290,10459,1478.22,2022,2
22291,10459,1730.8,2022,6
22292,10460,792.14,2020,10
22293,10460,1188.88,2021,1
22294,10460,1472.44,2021,6
22295,10460,212.18,2021,12
22296,10461,1276.92,2022,6
22297,10461,1259.57,2022,7
22298,10461,1696.37,2022,9
22299,10461,947.14,2022,12
22300,10462,2868.36,2021,12
22301,10463,2737.66,2021,12
22302,10463,674.19,2022,1
22303,10463,550.68,2022,2
22304,10463,515.45,2022,3
22305,10463,598.56,2022,4
22306,10463,536.03,2022,5
22307,10463,4407.94,2022,7
22308,10463,2247.34,2022,8
22309,10463,3329.09,2022,11
22310,10463,2321.17,2023,4
22311,10463,3162.19,2023,9
22312,10464,3414.69,2022,11
22313,10465,725.37,2024,7
22314,10465,1146.48,2024,8
22315,10465,1464.41,2025,1
22316,10465,321.48,2025,2
22317,10466,839.46,2019,3
22318,10466,1410.92,2019,4
22319,10466,2070.56,2019,7
22320,10467,1950.4,2021,8
22321,10467,5291.26,2022,2
22322,10467,2268.41,2022,6
22323,10467,959.94,2023,3
22324,10468,2089.12,2019,6
22325,10468,5621.88,2019,9
22326,10468,2513.33,2020,1
22327,10468,4860.19,2020,8
22328,10469,261.96,2019,10
22329,10469,267.86,2019,11
22330,10469,540.63,2020,2
22331,10470,354.83,2025,11
22332,10471,1433.79,2022,9
22333,10472,1748.24,2022,7
22334,10472,2376.29,2022,8
22335,10472,254.68,2022,9
22336,10472,265,2022,10
22337,10472,2823.16,2022,11
22338,10472,261.13,2022,12
22339,10472,2728.55,2023,4
22340,10472,1925.49,2023,9
22341,10472,472.26,2024,1
22342,10473,442.34,2022,10
22343,10473,743.87,2022,11
22344,10473,1163.39,2023,2
22345,10473,445.05,2023,9
22346,10474,14566.35,2022,10
22347,10474,2163.35,2023,5
22348,10476,5132.19,2023,6
22349,10477,559.38,2024,10
22350,10477,493.57,2024,12
22351,10477,699.53,2025,5
22352,10477,303.36,2025,7
22353,10478,7536.83,2024,8
22354,10478,2482.1,2025,3
22355,10479,1606.36,2021,1
22356,10479,115.4,2021,6
22357,10480,7906.2,2022,8
22358,10480,830.27,2023,2
22359,10482,1187.99,2023,7
22360,10482,1729.2,2023,8
22361,10482,1782.49,2024,1
22362,10482,404.54,2024,3
22363,10483,400.14,2018,1
22364,10483,1054.25,2018,2
22365,10483,367.44,2018,3
22366,10483,388.57,2018,4
22367,10483,1537.34,2018,6
22368,10483,2928.84,2018,8
22369,10483,1976.4,2019,1
22370,10483,1652.32,2019,8
22371,10483,1195.62,2019,11
22372,10484,1434.75,2023,2
22373,10484,2413.98,2023,3
22374,10484,3622.64,2023,5
22375,10484,298.18,2023,9
22376,10485,647.52,2019,4
22377,10485,1018.23,2019,6
22378,10485,1089.96,2019,10
22379,10485,314.54,2020,2
22380,10486,4811.09,2020,4
22381,10487,1199.42,2025,4
22382,10487,2013.09,2025,7
22383,10487,2748.34,2025,11
22384,10487,102.37,2025,12
22385,10488,12454.85,2019,3
22386,10488,973.71,2019,9
22387,10489,3009.28,2022,10
22388,10490,506.48,2024,9
22389,10490,693.01,2025,2
22390,10490,1517.22,2025,4
22391,10491,1985.59,2025,4
22392,10492,1085.31,2023,7
22393,10492,267.04,2023,8
22394,10492,254.49,2023,9
22395,10492,300.43,2023,10
22396,10492,1733.89,2023,11
22397,10492,659.09,2023,12
22398,10492,432.63,2024,4
22399,10492,1171.87,2024,6
22400,10492,890.97,2024,9
22401,10492,366.26,2024,12
22402,10493,2750.43,2021,10
22403,10494,570.62,2023,10
22404,10495,4231.37,2020,12
22405,10496,45.67,2018,2
22406,10496,39.31,2018,3
22407,10496,286.87,2018,4
22408,10496,36.47,2018,5
22409,10496,39.93,2018,6
22410,10496,38.06,2018,7
22411,10496,103.97,2018,8
22412,10496,47.38,2018,9
22413,10496,46.61,2018,10
22414,10496,633.43,2019,1
22415,10496,472.47,2019,5
22416,10496,327.2,2019,12
22417,10496,434.44,2020,2
22418,10497,4744.89,2019,5
